user,date,komentar,reviewCreatedVersion
Wiwin Sinta,2025-05-15 18:15:46,"Ada baik nya Poin bisa di tukar Sama diamon Game, kayak dulu rame aplikasi ini gara2 bisa Tukar poin sama DM",8.7.0
Hendi,2025-05-15 17:58:19,oke,8.7.0
Moch Umar,2025-05-15 17:45:50,"min ini aplikasinya gk jelas banget masak paketan udah habis tapi di aplikasi nya masih ada,terus sama saya biarin eh malah pulsa saya yg kena sedot lagian leg juga",8.7.0
Priagung Dwi Mahendra,2025-05-15 17:44:14,"Bayar tambah Rp.5000 per bulan, sekedar ingin cek ""Kelola Jaringan"" lewat aplikasi saja isinya cuma suruh muat ulang teruss. Hadehhh BUMN BUMN, carii untung aja kerjaanmu, kinerja gk ada yg beres.",8.7.0
Wahyu frdm122,2025-05-15 17:37:02,sungguh lemot ketika aplikasi di gunakan,8.7.0
Bagus Setiawan,2025-05-15 17:16:34,Mau ngecek paket sisa berapa aja susahnya minta ampun. loadingnya ga kira2 lama nya. mau ngecek susah. tiba2 paket abis pas lg Urgent. kan ngeselin ini aplikasi. bkn nya mempermudah malah mempersulit. mending beralih aja dah. parah ini aplikasi nya. aplikasi Blm siap udah di Realese aja,8.7.0
Aan coy pangeran cinta,2025-05-15 17:14:31,"makin hri makin hancur jaringan Telkomsel, gk bisa di andelin padahal kita kerja mengunakan akses internet, kartu mahal kwalitas murah 🗿",8.7.0
Muhammad Akmal,2025-05-15 17:12:47,"Untuk pembayaran sudah oke sih, tapi tolong sediakan qris lah untuk pembayaran nya min, males kali kalo misal pake dana masukin nomor ini itu ini itu, kalo qris kan enak tinggal screenshot terus bayar. tolongg min update selanjutnya nya kasih opsi pembayaran lewat qris😭😭",8.7.0
Rival Syahputra,2025-05-15 17:07:51,beralih ke kartu lain dlu enak ada kuota ruang guru dan ilmupedia masih murah skarang mahal....susah untuk murid skarang..kartu sampah,8.7.0
Ardhi Cool,2025-05-15 16:56:18,"tidak bisa update, lemot",8.7.0
Ari Kurniawan,2025-05-15 16:51:48,"kenapa di buka selalu loading terus gk bisa ngecek sisa kuota, gk bisa masuk di semua menu, padahal rutin di update..",8.7.0
Farah Dimas,2025-05-15 16:32:36,"lemot,gak jelas,hapus aja aplikasinya ga guna,udah banyak yg komplain kok gaada usaha buat pembaruan,gak jelas,jangan di download sumpah,bikin memori penuh aja",8.7.0
taufik rafanovic,2025-05-15 16:24:32,Bintang yg berbicara dan seharusnya bisa bercermin dr komen² pengguna lainnya dg keluhan sama terutama kualitas signal makin buruk dg harga yg makin mahal !!!,8.7.0
Satrio Gladwin,2025-05-15 16:23:34,percuma dbuka lemot bgt....parah,8.7.0
Kasih Lasaib,2025-05-15 16:06:33,semakin lama semakin mahal paketnya hadee Telkomsel,8.7.0
Lizza Ari,2025-05-15 16:03:08,bagus,8.7.0
Rahmad,2025-05-15 15:53:33,jelek kali jaringan Telkomsel ini,8.7.0
Nanang Pujiyanto,2025-05-15 15:53:09,saya harap nama cacat seperti sya di permudahkan untuk dapat pinjaman kuota ataupun pulsa,8.7.0
MUHAMMAD ROMADLON,2025-05-15 15:49:05,sering dapat sistem error padahal jarang dibuka,8.7.0
Angling 000,2025-05-15 15:44:52,Sangat bagus,8.7.0
S A M S U L,2025-05-15 15:39:21,Paket Promo Super Seru Kuota gede harga Murah malah Lemot .. cek kuota diaplikasi My Telkomsel lemot ga bisa dilihat ... nanti kalau sudah bener tahu2 tinggal sedikit,8.7.0
Rifandi Prediansyah,2025-05-15 15:38:15,"BUSUK SINYAL TELKOMSEL SEKARANG!!!! KAWAN"" JGN MAU PAKE KARTU INI LAGII..",8.7.0
Akbar arif Fianto,2025-05-15 15:35:46,"lelet, sinyal sering ilang, SMS spam..pantas la kelen ga no 1 lg",8.7.0
Ilham Hasyim,2025-05-15 15:33:50,sangat memuaskan 👍👍👍👍👍👍,8.7.0
ari khrisma,2025-05-15 15:28:02,sumpah ini aplikasi lelet banget sih klo d buka. kadang liat sisa kuota masih banyak tp beda klo cek langsung lewat *888# malah tinggal dikit. gak jelas sih tp mau gmna org udah bergantung ama Telkomsel. klo gak mah pasti udah ganti yg lain dah,8.7.0
Aurelius tius tiono Aurelius tius tiono,2025-05-15 15:22:37,"untuk aplikasi ok👍 dan untuk paket unlimited 500gb terus di pertahan kan saya sangat suka, tolong di perbaiki sinyal 4G khusus di daerah kecamatan meliau dan Toba kualitas sinyal sangat buruk",8.7.0
Abdan Syakuro,2025-05-15 15:20:37,lemoooooot mahalll,8.7.0
Fahry Ramadhan,2025-05-15 15:20:05,"bukannya makin mahal makin bagus jaringan nya, ini malah makin mahal makin jelek aja jaringan nya",8.7.0
Cut febyyanti Fadlillah,2025-05-15 15:15:35,"Saya kira aplikasinya jadi aneh karena belum saya update. Tapi ternyata, setelah saya update tetap saja sama. Buruk Sekali!!:), Saya Kecewa. Tolong, Saya Mohon Kembalikan Layanan Paket Internet Super Seru 60GB/28 HARI Rp. 100.000,-. Saya Sudah ±1-2 Tahunan Berlangganan Paket Internet Tersebut. Baru Saya Ingin Beli Untuk Bulan Ini Tiba-tiba Sudah Tidak Ada. Saya Mohon Dengan Amat Sangat Kepada Pihak TELKOMSEL Untuk Mengembalikan Paket Internet Tersebut. Terima Kasih.",8.7.0
Dendy Syahbana,2025-05-15 15:15:27,"woi telkomsel lu udah jual paket mahal setidaknya jaringan harus bagus woi, ini udah mahal jaringan jelek pula",8.7.0
Naofumi Ainsworth,2025-05-15 15:12:19,jaringan terngeleg nomor satu di Indonesia,8.7.0
froma dana,2025-05-15 15:10:20,"aplikasi cacat, sering error",8.7.0
Ditra Fathir Raindry,2025-05-15 15:08:06,"aplikasi aneh, jaringan dah bagus masih gk bisa isi kuota, gimana ini",8.7.0
Rahman Mulyana,2025-05-15 15:07:18,tidak bisa dipakai sama sekali loading terus tiap kali masuk aplikasi,8.7.0
Syifa' Mashudi,2025-05-15 15:06:49,apalah jaringan kek siput udh lah mahal jaringan lemot korupsi lagi emng telkomsel gaguna,8.7.0
R.V.M WORSHIP,2025-05-15 15:02:44,"aduan ke veronikanya mengenai indihome. ga terjawab. tidak puas. saya minta langanan TV IndiHome-nya di putus, saya mau pake indihome internetnya ajah. vero nya tidak menjawab.",8.7.0
Windiyana Mansyur,2025-05-15 14:55:07,susah sekali masuk aplikasinya loading tidak selesai.padahal sinyal bagus,8.7.0
azra bella,2025-05-15 14:51:58,"sumpah aplikasi jelek bngt, berat bngt, pulsa saya kesedot terus cuman gara gara saya ga bisa beli paketan, setiap masuk halaman payment selalu macet karena aplikasi berat, loading juga lama bngt. sangat buruk, tiap beli paket, cek paket, selalu emosional. udh 8 th lebih saya pake Telkomsel jangan cm gara gara app ini saya ganti operator. jelek bngt app nya tolong di tingkatkan kalo denger review user",8.7.0
Lewa 88,2025-05-15 14:40:36,👍👍,8.7.0
Megan Pambangkit,2025-05-15 14:39:51,"Aplikasi semakin tidak jelas, semua fitur, ada game, ada promosi, semua masuk dalam satu aplikasi, sehingga lemot, mau beli paket data saja lemot, mau stamp harian lemot, kembali seperti yang dulu saja, fokus yang penting penting...",8.7.0
Memet Memetea,2025-05-15 14:37:21,oke lah pokonya aku stia ma tlkomsel walaupun agak gimana gtu skrang tapi aku tetap setia ma tlkomsel..,8.7.0
Galih Anjay,2025-05-15 14:35:27,MANTEP PARAHHH HABIS KOMPLAIN KEMARIN NGASI BINTANG 1 GARA² SINYAL SEKARANG UDAH BAIK MANTAP BGT RESPONNYA SATSET KELUHAN LANGSUNG DITANGANI MANTAP,8.7.0
Heri Heri,2025-05-15 14:30:40,"harga elit jaringan sulit .nyesal udah setia sama Telkomsel..mending pindah kartu..jaringan 4G buat nonton loding""buat main game ngelag"" ga sesuai",8.7.0
yohan priyono,2025-05-15 14:29:52,"tambah parah aplikasinya, semakin buruk.",8.7.0
Yusron Bachtiarardhi,2025-05-15 14:19:48,"buat buka app sndiri saja lemot, provider no 1 indonesia ???",8.7.0
Noto,2025-05-15 14:15:54,Benyak bug loadingnya lama,8.7.0
Ardi Syahputra,2025-05-15 14:13:35,harga mahal nya doang sinyal ga menyesuaikan hargaaa wohhhhhhh Telkomsel Telkomsel. perbaiki itu sinyal daerah Medan Tembung psr 7 tepatnya,8.7.0
Redi Darmadi,2025-05-15 14:12:42,paket doang yg elit sinyal suliiiit!!!!!!,8.7.0
Maulana Bae,2025-05-15 14:11:09,"apk nya berat gk bisa dibuka padahal penyimpanan masih seluas samudera dan HP juga gak kentang gilak sih apk dan sinyal juga tambah lemot udah tambah mahal lagi, padahal udah lama pake Telkomsel gak pernah sekecewa ini, buat game patah patah",8.7.0
Pengguna Google,2025-05-15 14:09:17,mantap okay,8.7.0
Elfiki aja08,2025-05-15 14:07:16,"pengalaman saya menggunakan apl ini sangat kecewa, karna sudah banyak sekali pulsa saya yg hangus secara sia sia",8.7.0
Muhammad nurdianto,2025-05-15 14:06:41,"semangkin lama myTelkomsel ini semangkin bobrok,.. harus saya hapus ini",8.7.0
Triggered :v,2025-05-15 14:05:39,jaringan elu lag mulu ppek,8.7.0
Ahh Tah,2025-05-15 14:04:40,keknya ga perlu di piara lagi nih kartu Telkomsel sekarang. sumpah bikin kecewa. kuota banyak tapi kek ga punya kuota. woy Telkomsel gua bukan di pelosok yg minim jaringan. parah bet dah,8.7.0
Mardian Syah,2025-05-15 14:02:38,jaringan lelet,8.7.0
Darren Alvaro,2025-05-15 14:01:25,jaringan lelet lemot bgt skrg,8.7.0
Al Fandy,2025-05-15 13:59:20,kenapa saya gak bisa log in masuk padahal sudah update,8.7.0
Akbar Fatih,2025-05-15 13:53:05,banyak lag aplikasi sampah,8.7.0
dhiant s.d,2025-05-15 13:50:16,gak APLIKASINYA gak JARINGANYA .. SEMUANYA LELET .. PAYAHH POLLL,8.7.0
Cv Dua Sembilan Jaya Abadi Kudus,2025-05-15 13:50:06,Sinyal jelek👹👺👹👺,8.7.0
De Ade,2025-05-15 13:48:55,jaringan tolong di perbaiki jelek banget,8.7.0
Rapapa luna,2025-05-15 13:44:05,kenapa buka apk nya harus pake wifi mulu kalo pake data selalu muter trs padahal kuota masih banyak gtw gw udah beli kuota mahal mahal buat buka apk nya telkomsel bikin sendiri aj gabisa hapus aja apk nya kalo gitu trs,8.7.0
Adhanul Hafiz,2025-05-15 13:44:03,"app selalu minta log in ulang, padahal cuma app buat ngecek paket data. ribet",8.7.0
Zio Adhi,2025-05-15 13:43:47,bagus,8.7.0
Raihan Permana putra,2025-05-15 13:41:20,jaringan bosok,8.7.0
Juki2 Juki,2025-05-15 13:39:03,baik,8.7.0
yan jaka wijaya,2025-05-15 13:32:14,lemooooooot,8.7.0
Muhammad Zakariyya,2025-05-15 13:29:59,ngeleg trus nih telkomsel,8.7.0
netrox 彡,2025-05-15 13:29:05,"koneksinya lama, muter-muter doang di jaringan tsel",8.7.0
Bung Yan,2025-05-15 13:27:13,"Paket data tiap nomor berbeda-beda, dari tahun 2023 sampai 2025 ini sinyal paket data kurang baik, sering hilang koneksi 3 kali dalam 1 menit.",8.7.0
Rf Rutce,2025-05-15 13:26:04,"kenapa harus pake Telkomsel?? 1.mahal 2.lelet/loading internet 3.dipake maen game ngelag kenapa 🔯 1 gak bisa diklik ? padahal mau ngasih 🔯 0 aja ,, 🔯 1 kebanyakan untuk provider ini .",8.7.0
Rama Dani,2025-05-15 13:25:35,aplikasi Enda jelass,8.7.0
Farid Mas'ardi,2025-05-15 13:23:56,lemot,8.7.0
Agus Salim,2025-05-15 13:19:46,"Dengan ada nya apk Telkomsel sangat mudah melakukan transaksi pembelian di apk nya tdk ribet lagi mencet"" nomor untuk membeli suatu paket Kuota atau pulsa, salam sukses selalu Telkomsel semoga berkembang dengan baik lagi",8.7.0
Zhidan ZG,2025-05-15 13:18:19,"Kartu Internet teranjing terpantek yg pernah ku pake ,gk ngotak ngelag nya minta ampun ,harga nya mahalnya minta ampun",8.7.0
Lilis Lestari,2025-05-15 13:17:38,susah amat mau ngecek data sama beli paket dimy Telkomsel... perbaiki kualitas jaringan dong...,8.7.0
Rehan Riski,2025-05-15 13:11:18,promo paket gratis nya tidak sesuai tanggal yang harusnya 14april Sampai 13mei 2025 sedangkan ini sudah tanggal 15mei2025,8.7.0
Heri Tea,2025-05-15 13:09:45,Telkomsel makin busuk jaringan makin parah.,8.7.0
Jannah Rubedi,2025-05-15 13:08:08,nggak guna,8.7.0
ipan Sofyan,2025-05-15 13:04:41,my Telkomsel ada settingan menjaga pulsa tidak terpakai walau paket data internet sudah habis rekomended,8.7.0
Tepepew 22,2025-05-15 12:59:05,jaringan telkomsel menjijikan.. tiap malam gangguan,8.7.0
Regina,2025-05-15 12:55:58,"buka aplikasi telkomselnya sendiri aja lelet, kayanya berat banget tuh jaringan buat aktivitas harian main game nge lag, buka tiktok boros. sms isinya pinjol. dih beneran muak gue. jadi ga guna dong kalau gue harus terus setia sama telkom",8.7.0
Said Nafiq (Said / afiq),2025-05-15 12:54:12,sinyal gak kuat sering ngelag dan loading lama bgt semoga bermanfaat kedepannya murah tapi nyaman,8.7.0
Alfa Alfa,2025-05-15 12:53:10,"minimal kalo harga nya mahal kualitas jaringan nya benerin dong suka drop ngga jelas ping nya naik turun kalo di pake buat game ""kalo bisa fokus benerin jaringan dlu aja buat telkomsel"" suka drop ga jelas soal nya saya merasa di rugikan sudah membeli paket di apk mytelkomsel tapi jaringan yg tidak lancar.",8.7.0
fana fernanda,2025-05-15 12:52:23,aplikasi Lemot ga guna,8.7.0
Ramdan Dan,2025-05-15 12:51:03,buat kalian yg pake apk ini buka dan rasakan betapa lemot dan berat nya apk ini. pulsa pun kalo ada sisa pasti habis begitu saja ..,8.7.0
Moh Nurul Arifin,2025-05-15 12:47:57,sangat mengecewakan,8.7.0
Razan Hhh,2025-05-15 12:47:42,kualitas jaringan bertambah buruk,8.7.0
Farid Sofyan,2025-05-15 12:45:35,entengin min min aplikasinya berat banget di buka,8.7.0
arif santoso,2025-05-15 12:44:09,lemot aplikasi MyTelkomsel,8.7.0
Rudy 12,2025-05-15 12:40:35,mantap,8.7.0
Arif Darmawan,2025-05-15 12:37:20,"bug terus ,, ga membantu samsek",8.7.0
Ahmad Rizal,2025-05-15 12:36:24,"makin gila nih kartu, gblk, lemot banget anjir, jelas² kuota gua masih banyak banget, malah lemot liat video juga, gua coba kartu lain ternyata lancar, benerin jaringan lu, bukan malah perbanyak fitur aplikasi, 👎👎👎👎👎👎👎👎👎👎👎👎👎🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",8.7.0
den den,2025-05-15 12:35:10,minimal janaga ngelag lah,8.7.0
YATNO MIGAN,2025-05-15 12:27:56,puas,8.7.0
Ridoh Rizky,2025-05-15 12:26:12,pls saya pengen klaim pulsa kenapa tidak bisa,8.7.0
Khairullah ysf,2025-05-15 12:23:12,"knp telkom lama"" paket sakti nya mahal dan kouta nya di turun aneh kali",8.7.0
Feby Hikmatullah,2025-05-15 12:21:23,"provider gajelas .. mengadakan fitur kirim kuota tapi gabisa di gunain sama skali, error lah ini lah itu lah, dasarnya kudu bgt di suruh isi pulsa lagi dan belikan paket baru .. ga nyambung, buat apa ada fitur kirim kuota kalo gabisa di gunakan .. mana jaringan juga makin lemot, lama² mending ganti kartu dah",8.7.0
Sinta Amelia,2025-05-15 12:21:06,Ini tolong dong app nya di benerin meni nge bug wae terus udah di apain juga sama we gitu meni pusing sama app ini,8.7.0
Fery Try irawan,2025-05-15 12:20:25,jaringan jarang stabil (bahkan hampir gk pernah stabil),8.7.0
Ijal Tuasikal,2025-05-15 12:20:07,"Aplikasi sering error, tidak rekomendasi. kirim. paket hadiah sering gagal padahal internet stabil",8.7.0
Cikiiniii Kedondangdia,2025-05-15 12:17:59,ngeleg padahal jaringan bagus,8.7.0
M.Syarif Hidayatullah,2025-05-15 12:15:04,bug claim prestige,8.7.0
Mia Sunny,2025-05-15 12:12:51,sangat baguus,8.7.0
Suryadi Ady,2025-05-15 12:10:44,sangat jelek .skrang malah gak bisa login selalu gangguan,8.7.0
Eksa Pulung Wijaya,2025-05-15 12:10:28,"lama banget load page nya, dipake yg lain lancar buat buka ni aplikasi jaringannya ga ngangkat, dahal mau cek paketan aja lama banget",8.7.0
Bruno Fernando,2025-05-15 12:10:17,ok lah,8.7.0
Irfan Afandi,2025-05-15 12:07:51,untuk sekarang kenapa loading terus mohon ditinjau kembali untuk peformanya,8.7.0
Chou Elite,2025-05-15 12:07:43,"lama2 makin jelek aplkasi ini,berat,loading lama...",8.7.0
Gazi Elfatanbsadiqgazi,2025-05-15 12:02:38,aplikasi nya jelek udah bikin nomor wa yang sama tapi GK mau masuk bintang 1 aja aku kasih,8.7.0
Owen Rahadiyan,2025-05-15 12:02:00,"kenapa aplikasi nya tidak berjalan dengan baik.. harus refresh2 terus keluar masuk aplikasi,itupun tidak membuat aplikasi lgsg respon.. parah.. signal bagus padahal,sambung wifi juga.. apa2 an sih ini aplikasi",8.7.0
Danatirta tirta,2025-05-15 12:00:17,cek pulsa lewat sms ..di arahkan ke mytelkomsel disini loding trus..versi sudah TERBARU. ga dalam rumah ga diluar rumah padahal tinggal di selatan jakarta. cek di hp di kekuatan sinyal emang jelek 35 asu.? saran yang ga membantu. ngapain dm ig. cek quota susah sudah saya ikuti saranya.,8.7.0
yonatan,2025-05-15 11:59:05,fitur bagus .. tp aplikasi berat di buka di hp .. tlg di buat responsif lg untuk apknya,8.7.0
REKAHS Rgilem,2025-05-15 11:57:57,"kok aku ga bisa claim Kouta ekstra gembira nya, alasan nya aku sudah claim, pas tanggal satu kemarin, padahal udah ke reset harusnya saya bisa claim biasa telkontol ga mau rugi😂 sinyal lelet lagi😂",8.7.0
Resih Kuncuputih,2025-05-15 11:49:41,tidak sesuai harapan,8.7.0
Dominikus Safio mampur,2025-05-15 11:48:11,bagus,8.7.0
hendar erna,2025-05-15 11:48:03,jaringan nya makin busuk gak jelas .. udah ada niat ganti kartu lain.. sinyal nya kadang ada kadang tidak,8.7.0
muhammad hanifoden47,2025-05-15 11:45:58,"aplikasi jadi berat, fiturnya banyak yang gk dibutuhin sama harga promonya naik terus",8.7.0
Abi Kafabih,2025-05-15 11:42:05,selalu lag di dalam aplikasinya.,8.7.0
Abdul Rahim,2025-05-15 11:36:34,Jaringan nya harus di perbaiki. masa masuk YouTube mutar mutar terus. di periksa jaringan 4G ok. sinyal 4 garis Pas masuk Aplikasi YouTube muter muter. WA masih Ok tapi ga bisa kirim pesan,8.7.0
Nortje Larumumba,2025-05-15 11:34:43,udah brpa kali dwld tetap aja ga bisa masukk,8.7.0
Tika Retno Setiyani,2025-05-15 11:32:07,"tiba-tiba semua paket yang murah hilang udah jaringan susah, sangat mengecewakan mending di patah-patahkan aja kartunya gak guna provider Telkomsel",8.7.0
Arif Rastaman,2025-05-15 11:27:38,malah gangguan ppk,8.7.0
Imam Rifai,2025-05-15 11:27:27,lemott ampun dah,8.7.0
Indri Sarah,2025-05-15 11:24:36,tolo1 banget Telkomsel,8.7.0
ferdin putra,2025-05-15 11:23:53,"aplikasi pea, setiap mau beli paket loading muter terus, kdu uninstall trus install lg",8.7.0
Niki Sihombing,2025-05-15 11:19:05,oke aja sih,8.7.0
Maryanto Mardi,2025-05-15 11:17:48,"setiap mau check quota dan pulsa harus clear cache dan force close aplikasi, dan login ulang. padahal sinyal bagus.. apa cuma saya yg begini?",8.7.0
Cahyo Dwi Prakoso,2025-05-15 11:11:49,"Telkomsel payah, gangguan jaringan dari tadi pagi sampai sekarang tidak ada progres. Sinyal ilang, gimana ini. Lokasi Merangin, Jambi.",8.7.0
Kabul Jos,2025-05-15 11:11:27,sistem anda eror ya... kok spam SMS gak guna Mulu... sinyal susah,8.7.0
Diky Fajar,2025-05-15 11:08:11,coba tolong jangan paketnya aja mahal jaringanya benerin dulu,8.7.0
muhammad efendi,2025-05-15 10:59:21,"sejak indihome dipegang telkomsel,setiap ada keluhan pasti lama penyelesaianya",8.7.0
aprilia selvia,2025-05-15 10:52:39,kenapa Telkomsel sekarang lemot sekali sih buat refres app lihat sisa kuota dan lain lain?? leemmooootttt sekaliiiiiiiii,8.7.0
Amerhan,2025-05-15 10:52:17,sangat puas,8.7.0
Blue Archive,2025-05-15 10:50:42,paan Jing makin mahal lu kira gw orang kaya apa,8.7.0
Dar Maji,2025-05-15 10:45:34,paket lelet sulit di buka udah beli mahal2 paket loding terus gk bisa di usahain lebih bagus banyak aplikasi yg gk berguna,8.7.0
Enda Ma,2025-05-15 10:43:23,bagaimana yg lain ada paket seru spesial..cara mengaktifkan atau sama sama kartu sudah di gold,8.7.0
Michael Sahai,2025-05-15 10:34:49,"gak bisa nyambungin ke akun dana untuk beli paket data susah, tapi diskon nya bagus",8.7.0
Heri Boher,2025-05-15 10:28:44,setelah di update lag parah harus d uninstal ulang trus cuman mau liat kuota doang,8.7.0
yesa yugistian,2025-05-15 10:21:30,"buruk, aplikasi selalu gangguan. tidak bisa login",8.7.0
Ibnu,2025-05-15 10:18:50,"woy telkom knpa klo lagi hujan jaringan tiba"" gk ada?",8.7.0
Obi Obi,2025-05-15 10:16:42,ok,8.7.0
Deta Raja,2025-05-15 10:15:59,"Buka aplikasi lama,beli kuota lama lodingnya padahal jaringan wifi bagus, kadang sebelum beli pulsa ada kuota yg agak murah pas beli pulsa promo nya hilang penipu",8.7.0
Pengguna Google,2025-05-15 10:12:26,Kalo bisa harga paketnya tolong diturunin dong,8.7.0
BlackHawk 119,2025-05-15 10:04:33,udah makan data memori besar aplikasinya lelet,8.7.0
eka widana,2025-05-15 09:58:32,sinyal naik turun di wilayah kota denpasar,8.7.0
PutrA Ismail,2025-05-15 09:54:00,sangat buruk sekali Telkomsel udah beli pulsa malah gak bisa beli paket,8.7.0
Maria Okawop Apay,2025-05-15 09:51:31,sangat bagus,8.7.0
Beidi BheLoved Dhea Lhova,2025-05-15 09:51:28,amanah,8.7.0
Dinatur Rofiah,2025-05-15 09:50:19,lemot banget,8.7.0
Eko Rubianto,2025-05-15 09:47:57,"alhamdulillah, pelayanan terbaik. Terimakasih 🙏🙏",8.7.0
Egi Prasetya,2025-05-15 09:43:00,parah gamau tanggung jawab,8.7.0
Ramos,2025-05-15 09:41:03,"beli paket udah mahal-mahal, jaringan nya kayak taik mati lampu langsung hilang jaringannya",8.7.0
ADE MUSTOFA,2025-05-15 09:40:36,semakin aneh jaringan hilang terus uda berapa kali minta perbaiki ga diperbaiki sama sekali,8.7.0
sunarmi anggraini,2025-05-15 09:34:41,bagus,8.7.0
Arfak Jayapura,2025-05-15 09:27:49,sangat membantu dalam aktifitas lebih di tingkatkan lagi kualitas dan bonus bonusnya,8.7.0
Agus Maulana,2025-05-15 09:25:52,makin sini jaringan nya jelek bet parah Uda gitu pulsa gua abis Mulu kaga jelas padahal mode jaga pulsa nya Uda saya aktipin tapi tetep aja abis Mulu pulsa parah²,8.7.0
Ojo Lali,2025-05-15 09:17:02,bagus aplikasi,8.7.0
Ughuy CHANNEL,2025-05-15 09:03:44,sangat mengecewakan!!!!!!!!!!,8.7.0
Sahlan sahlan,2025-05-15 09:03:26,Aplikasinya sering error...lemot...lamban...hang...dan bikin user sangat sangat Tidak nyaman n bikin JENGKEL 👿👿👿👿 disaat dibutuhkan tapi keseringan bermasalah aplikasinya aplikasi paling menjengkelkan,8.7.0
Iqbal Ikiq,2025-05-15 09:03:11,aplikasi apa ini?cuman apl operator loading gak selese2 berat banget,8.7.0
Topik Aldian,2025-05-15 08:57:44,bagus,8.7.0
Fiky,2025-05-15 08:54:37,buset harga paket Ilmupedia 10gb 14k dulu 28gb 13k kebelet naik haji min? kikirr kikirr pada pindah dahhh ke XL,8.7.0
Fiddieni Kusumawardani,2025-05-15 08:32:59,lemott sumpahhh lemotttttttt...kebacott,8.7.0
ahmad farid hussein,2025-05-15 08:32:54,"aplikasi sering error, tidak bisa di buka.",8.7.0
Azis Sehat,2025-05-15 08:23:58,"aplikasinya aneh, tiap log in tampilan ga pernah berubah, jadi susah mau liat sisa kuotanya berapa.",8.7.0
M Fuyudlur R,2025-05-15 08:10:52,"Harga paling mahal, listrik mati sinyal juga ikutan hilang. dah lah, ganti kartu aja",8.7.0
trisna manggala yudha,2025-05-15 08:10:15,nggak bisa cek sisa kuota... tiba2 kepotong pulsa... aplikasinya error ngga bisa di pakai... benerin dulu baru sya ganti ratingnya,8.7.0
Janu Tri s,2025-05-15 08:09:20,jaringan sering lambat,8.7.0
Alfi Sholehah,2025-05-15 08:03:49,jelek poolllllll layanannya. KECEWA!!!!!!!!!!!,8.7.0
Burham Prasetyo,2025-05-15 08:03:11,"apk gak jelas..di buka loading terus,payah",8.7.0
Ujangwee,2025-05-15 08:01:56,aplikasi ini makin kesini makin jelek tiap cek pulsa dan kuota susah kebuka loading terus,8.7.0
Farid Fadilah,2025-05-15 07:58:01,Makin kesini makin kikir,8.7.0
Arifal Fajri,2025-05-15 07:54:10,"rugi besar kalo gadonload my Telkomsel apps.... fiturnya banyak , untung banyak karna banyak reward dan undian menarik lainnya... salam teng teeng teng teng teeeeng... Telkomsel 😁",8.7.0
M.P.Aranjiwa.T,2025-05-15 07:50:58,harga elite jaringan sulit lawak,8.7.0
JR. K,2025-05-15 07:50:54,"Makin lama makin susah aja diaksesnya... isn't responding terooossss... bisa gak sih gak usah banyak gaya aplikasinya... yang penting aja lah, tampilan sisa saldo sisa kuota masa berlaku kartu masa berlaku kuota, paket telfon paket internet... sedikit promo2 atau rekomendasi paket thatsit... se simple itu...",8.7.0
Kadarisman,2025-05-15 07:50:32,banyak eroorrrrrrrrrrrrrrrrr4r,8.7.0
Leny Afry lyly yanty,2025-05-15 07:46:30,"apk lemot ,,masak mau cek kuota cuman loading aja,,",8.7.0
NPC,2025-05-15 07:38:44,jaringan udah korupsi harga nya mahal mari kita pindah ke axis,8.7.0
Muchamad Muslih kurniawan,2025-05-15 07:34:12,APLIKASI LELET PARAHHHHHHHH......,8.7.0
Umar AS,2025-05-15 07:29:01,"katanya promo internet, pas udah dibeli malah paket nonton, gimana sih developernya nih, kalo gak ikhlas bikin promo usah dibuat promo",8.7.0
Mega Silvia,2025-05-15 07:10:57,buka ini aplikasi butuh kesabaran tingkat dewa... biarpun pake device bagus sama aja.. memang parah apk nya,8.7.0
JinQu MAZE,2025-05-15 07:04:45,Paket Ilmupedia mahal. padahal saya masih pelajar,8.7.0
Rubianto Arif,2025-05-15 07:01:40,"Klik sekarang, muncul minggu depan",8.7.0
Darsini Modiste,2025-05-15 07:00:19,sangat tidak nyaman HP baru aja masih lemot buka aplikasi dan sering gangguan sistem pokoknya ga enak banget layanannya,8.7.0
randika putra,2025-05-15 06:52:58,"bukak apk nya aja begitu susah, sangat jelek apk my Telkomsel,,",8.7.0
Paulina Maria,2025-05-15 06:52:05,"tgl.15 mei 25 saya tidak dpt membeli paket combo sakti 42 GB, 106 rb, Ket.error sdh chat veronica dgn CS Andri, setelah di beri info n menanyakan data ttp pengguna tdk dpt menjawab krn kolom chat warna abu-abu/ tdk di buka. Ditunggu brp menit langsung chatnya di tutup dan di anggap selesai. Bagaimana ini. saya pengguna setia telkomsel, setiap ada masalah tdk di beri solusinya. Tolong segera di selesaikan masalahnya. Tq",8.7.0
ahmadi madi,2025-05-15 06:52:00,aplikasi asik eror. login aja susah. hadeh BUMN INDONESIA KOK GINI,8.7.0
hakim Pow,2025-05-15 06:48:34,makin susah dan lelet banget kalao buka aplikasinya. internet sekarang juga ikutan lelet,8.7.0
Bagus Alvis Widianto,2025-05-15 06:46:07,event GK sesuai jadwal,8.7.0
Muhamad Yasir,2025-05-15 06:45:37,apk Good,8.7.0
